invoice_no,customer_id,gender,age,category,price,payment_method,invoice_date,shopping_mall,Clothing,Shoes,Books,Cosmetics,Food & Beverage,Toys,Souvenir,Technology
I215578,C866033,Male,39,Cosmetics,35,Credit Card,4/8/2022,Kanyon,0,0,0,1,1,0,0,0
I136666,C288416,Male,50,Food & Beverage,20,Credit Card,1/4/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I120948,C340089,Female,54,Shoes,60,Debit Card,8/8/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I173679,C555040,Male,27,Technology,50,Credit Card,28/06/2021,Viaport Outlet,0,0,0,0,0,0,0,1
I638275,C809281,Male,56,Clothing,30,Credit Card,25/01/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I551237,C375325,Female,53,Clothing,30,Cash,22/11/2021,Metropol AVM,1,0,0,0,0,0,0,0
I239285,C155335,Female,62,Cosmetics,35,Credit Card,13/11/2022,Viaport Outlet,0,0,0,1,0,0,0,0
I723062,C225051,Female,42,Clothing,30,Credit Card,12/8/2022,Kanyon,1,0,0,0,0,0,0,0
I353329,C635016,Female,68,Toys,25,Credit Card,18/09/2022,Metrocity,0,0,0,0,0,1,0,0
I321920,C165705,Male,27,Clothing,30,Cash,8/6/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I176115,C709571,Male,39,Cosmetics,35,Cash,30/08/2021,Viaport Outlet,0,0,0,1,0,0,0,0
I251743,C851508,Male,44,Toys,25,Debit Card,19/06/2022,Kanyon,0,0,0,0,0,1,0,0
I964173,C184126,Female,52,Clothing,30,Debit Card,15/12/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I334389,C233642,Female,19,Cosmetics,35,Cash,29/12/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I251855,C258410,Female,68,Cosmetics,35,Credit Card,19/06/2022,Cevahir AVM,0,0,0,1,0,0,0,0
I985808,C270667,Male,22,Books,15,Cash,16/06/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I224565,C321527,Male,61,Shoes,60,Cash,7/2/2021,Emaar Square Mall,0,1,0,0,1,0,0,0
I239703,C109489,Male,23,Food & Beverage,20,Credit Card,17/01/2023,Kanyon,0,0,0,0,0,0,0,0
I156413,C103824,Male,34,Cosmetics,35,Debit Card,20/01/2022,Metrocity,0,0,0,1,0,0,0,0
I158683,C126571,Female,33,Souvenir,27,Debit Card,31/07/2022,Metrocity,0,0,0,0,0,0,1,0
I983860,C169676,Female,60,Shoes,60,Credit Card,30/09/2021,Metropol AVM,0,1,1,0,1,0,0,0
I119809,C321889,Female,24,Food & Beverage,20,Debit Card,6/4/2022,Zorlu Center,0,0,0,0,0,0,0,0
I319942,C212128,Male,53,Cosmetics,35,Debit Card,14/11/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I133278,C301271,Male,22,Clothing,30,Credit Card,24/02/2021,Metrocity,1,0,0,0,0,0,0,0
I252084,C221995,Male,50,Souvenir,27,Cash,25/05/2021,Metrocity,0,0,0,0,0,0,1,0
I182889,C318802,Male,49,Clothing,30,Credit Card,22/03/2021,Metrocity,1,0,0,0,0,0,0,0
I106271,C263812,Male,31,Clothing,30,Debit Card,22/12/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I112481,C321609,Male,29,Food & Beverage,20,Cash,7/7/2021,Cevahir AVM,0,0,0,0,1,0,0,0
I240751,C666013,Female,52,Food & Beverage,20,Credit Card,18/09/2021,Kanyon,0,0,0,0,0,0,0,0
I282789,C172185,Female,67,Cosmetics,35,Cash,18/02/2022,Istinye Park,0,0,0,1,1,0,0,0
I676291,C150463,Female,50,Food & Beverage,20,Cash,13/06/2021,Metropol AVM,0,0,0,0,0,0,0,0
I827069,C274529,Female,58,Toys,25,Cash,30/05/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I242823,C242659,Female,50,Clothing,30,Debit Card,26/03/2021,Metropol AVM,1,0,0,0,0,0,0,0
I208631,C194451,Female,68,Technology,50,Credit Card,27/07/2022,Kanyon,0,0,0,0,0,0,0,1
I139308,C252600,Female,59,Souvenir,27,Credit Card,6/4/2022,Emaar Square Mall,0,0,0,0,0,0,1,0
I177201,C309645,Female,66,Clothing,30,Cash,4/2/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I263818,C336232,Male,69,Souvenir,27,Cash,26/06/2022,Zorlu Center,0,0,0,0,1,0,1,0
I174966,C325906,Male,27,Food & Beverage,20,Cash,25/07/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I186896,C138755,Female,52,Toys,25,Credit Card,19/09/2021,Zorlu Center,0,0,0,0,0,1,0,0
I207465,C296745,Female,27,Clothing,30,Cash,10/10/2022,Istinye Park,1,0,0,0,0,0,0,0
I191148,C221838,Female,43,Technology,50,Credit Card,29/03/2022,Forum Istanbul,0,0,0,0,0,0,0,1
I159487,C104985,Male,36,Clothing,30,Cash,9/7/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I215141,C826514,Female,19,Souvenir,27,Cash,25/01/2022,Kanyon,0,0,0,0,0,0,1,0
I235828,C267333,Male,21,Books,15,Cash,14/12/2021,Metrocity,0,0,0,0,0,0,0,0
I281274,C130479,Male,20,Clothing,30,Cash,4/9/2022,Kanyon,1,0,0,0,0,0,0,0
I135898,C310108,Female,23,Toys,25,Debit Card,14/08/2022,Metropol AVM,0,0,0,0,0,1,0,0
I943072,C358486,Female,52,Cosmetics,35,Cash,3/2/2022,Metrocity,0,0,0,1,0,0,0,0
I142738,C208738,Male,24,Clothing,30,Credit Card,3/1/2021,Kanyon,1,0,0,0,1,0,0,0
I304665,C111056,Female,20,Food & Beverage,20,Credit Card,5/12/2021,Metropol AVM,0,0,1,0,0,0,0,0
I133240,C999586,Male,58,Toys,25,Credit Card,14/06/2022,Zorlu Center,0,0,0,0,0,1,0,0
I215906,C296862,Male,21,Clothing,30,Debit Card,13/08/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I247747,C101550,Male,35,Shoes,60,Cash,11/1/2022,Istinye Park,0,1,0,0,0,0,0,0
I227154,C278142,Female,29,Cosmetics,35,Cash,22/12/2021,Kanyon,0,0,0,1,0,0,0,0
I133197,C330779,Male,68,Cosmetics,35,Credit Card,4/2/2021,Forum Istanbul,0,0,0,1,0,0,0,0
I542618,C282968,Female,50,Cosmetics,35,Debit Card,22/02/2022,Emaar Square Mall,0,0,0,1,0,0,0,0
I522612,C852668,Female,44,Toys,25,Cash,14/09/2021,Kanyon,0,0,0,0,0,1,0,0
I336817,C274936,Female,47,Clothing,30,Cash,3/8/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I216982,C269751,Female,48,Souvenir,27,Cash,2/1/2023,Metrocity,0,0,0,0,0,0,1,0
I317443,C136051,Female,39,Toys,25,Credit Card,23/11/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I115679,C266462,Male,27,Clothing,30,Cash,10/1/2023,Kanyon,1,0,0,0,0,0,0,0
I227707,C329163,Female,34,Shoes,60,Cash,10/1/2022,Viaport Outlet,0,1,0,0,1,0,0,0
I238456,C305398,Female,65,Food & Beverage,20,Cash,6/8/2022,Kanyon,0,0,0,0,0,0,0,0
I940840,C267961,Female,53,Cosmetics,35,Cash,19/02/2023,Istinye Park,0,0,0,1,1,0,0,0
I298805,C101248,Female,19,Food & Beverage,20,Credit Card,29/06/2021,Kanyon,0,0,0,0,0,0,0,0
I169894,C165812,Female,19,Clothing,30,Cash,1/7/2021,Istinye Park,1,0,0,0,1,0,0,0
I183571,C339518,Female,31,Food & Beverage,20,Credit Card,7/2/2022,Metrocity,0,0,0,0,0,0,0,0
I921232,C235057,Female,43,Toys,25,Cash,10/10/2021,Cevahir AVM,0,0,0,0,0,1,0,0
I130799,C103944,Male,42,Clothing,30,Credit Card,30/06/2021,Metrocity,1,0,0,0,0,0,0,0
I199384,C260889,Male,58,Books,15,Credit Card,24/03/2022,Kanyon,0,0,0,0,0,0,0,0
I300557,C207753,Female,34,Cosmetics,35,Debit Card,17/09/2022,Istinye Park,0,0,0,1,0,0,0,0
I162186,C204154,Female,32,Cosmetics,35,Debit Card,31/07/2021,Istinye Park,0,0,0,1,0,0,0,0
I299125,C290344,Male,27,Souvenir,27,Credit Card,21/11/2022,Kanyon,0,0,0,0,1,0,1,0
I720017,C730395,Female,28,Food & Beverage,20,Credit Card,4/9/2022,Kanyon,0,0,0,0,0,0,0,0
I293086,C312155,Male,55,Cosmetics,35,Credit Card,18/02/2021,Kanyon,0,0,1,1,0,0,0,0
I995407,C259743,Female,48,Souvenir,27,Cash,21/03/2021,Metropol AVM,0,0,0,0,1,0,1,0
I306845,C605200,Female,46,Food & Beverage,20,Credit Card,2/9/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I274190,C317850,Female,20,Toys,25,Cash,16/06/2021,Metropol AVM,0,0,0,0,0,1,0,0
I305432,C986860,Male,39,Toys,25,Credit Card,26/01/2023,Mall of Istanbul,0,0,0,0,0,1,0,0
I224122,C236428,Male,44,Clothing,30,Credit Card,1/7/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I119142,C278588,Female,35,Cosmetics,35,Debit Card,25/01/2023,Cevahir AVM,0,0,0,1,0,0,0,0
I117526,C154184,Male,48,Cosmetics,35,Credit Card,23/09/2022,Emaar Square Mall,0,0,0,1,0,0,0,0
I195735,C287459,Female,22,Clothing,30,Credit Card,8/9/2021,Kanyon,1,0,0,0,0,0,0,0
I243930,C617884,Female,52,Technology,50,Debit Card,31/10/2022,Istinye Park,0,0,0,0,0,0,0,1
I320007,C294024,Male,45,Clothing,30,Debit Card,18/10/2021,Metrocity,1,0,0,0,0,0,0,0
I339004,C790567,Male,64,Clothing,30,Credit Card,15/07/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I139437,C799447,Male,38,Souvenir,27,Credit Card,31/05/2021,Mall of Istanbul,0,0,0,0,0,0,1,0
I325491,C144628,Female,45,Shoes,60,Cash,22/12/2021,Kanyon,0,1,0,0,0,0,0,0
I332582,C260810,Female,41,Souvenir,27,Cash,28/10/2022,Metropol AVM,0,0,0,0,0,0,1,0
I976566,C670524,Female,57,Cosmetics,35,Cash,13/06/2021,Forum Istanbul,0,0,0,1,1,0,0,0
I420592,C334281,Male,57,Food & Beverage,20,Debit Card,25/09/2022,Kanyon,0,0,0,0,0,0,0,0
I312499,C314173,Female,60,Books,15,Credit Card,18/08/2021,Mall of Istanbul,0,0,0,0,1,0,0,0
I304591,C122712,Female,44,Food & Beverage,20,Debit Card,16/09/2021,Kanyon,0,0,0,0,0,0,0,0
I122118,C276111,Male,38,Cosmetics,35,Cash,15/11/2022,Metrocity,0,0,0,1,1,0,0,0
I297539,C277924,Male,65,Food & Beverage,20,Credit Card,7/8/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I339496,C286466,Male,30,Clothing,30,Debit Card,25/05/2021,Metropol AVM,1,0,0,0,0,0,0,0
I160687,C327001,Female,50,Clothing,30,Debit Card,12/7/2022,Istinye Park,1,0,1,0,1,0,0,0
I153842,C509924,Female,19,Food & Beverage,20,Credit Card,14/09/2022,Forum Istanbul,0,0,0,0,0,0,0,0
I615452,C453635,Male,26,Shoes,60,Debit Card,6/3/2022,Metrocity,0,1,0,0,0,0,0,0
I908600,C259539,Female,54,Cosmetics,35,Credit Card,23/02/2023,Forum Istanbul,0,0,0,1,0,0,0,0
I708279,C729392,Female,63,Cosmetics,35,Credit Card,25/06/2021,Emaar Square Mall,0,0,0,1,0,0,0,0
I328691,C280085,Female,66,Clothing,30,Debit Card,31/07/2022,Metrocity,1,0,0,0,0,0,0,0
I423782,C767634,Female,48,Cosmetics,35,Debit Card,8/4/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I123315,C230018,Male,46,Clothing,30,Debit Card,1/4/2021,Zorlu Center,1,0,0,0,0,0,0,0
I182578,C238063,Male,54,Shoes,60,Cash,13/02/2022,Kanyon,0,1,0,0,0,0,0,0
I403818,C308584,Male,62,Books,15,Cash,15/06/2022,Viaport Outlet,0,0,0,0,0,0,0,0
I508712,C216619,Female,64,Toys,25,Credit Card,19/07/2022,Mall of Istanbul,0,0,0,0,1,1,0,0
I959992,C241523,Male,55,Food & Beverage,20,Cash,1/7/2022,Metrocity,0,0,0,0,0,0,0,0
I279688,C209761,Female,20,Clothing,30,Credit Card,19/06/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I300847,C329153,Male,41,Toys,25,Credit Card,11/1/2022,Istinye Park,0,0,0,0,1,1,0,0
I170966,C126702,Male,54,Food & Beverage,20,Credit Card,5/12/2022,Istinye Park,0,0,1,0,0,0,0,0
I230221,C287787,Male,34,Clothing,30,Cash,21/04/2021,Metropol AVM,1,0,0,0,0,0,0,0
I317354,C142943,Female,31,Clothing,30,Cash,10/11/2021,Metropol AVM,1,0,0,0,0,0,0,0
I155404,C100484,Male,48,Toys,25,Cash,19/09/2022,Metrocity,0,0,0,0,0,1,0,0
I151181,C260213,Female,44,Clothing,30,Debit Card,18/01/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I144046,C210589,Female,42,Shoes,60,Credit Card,21/04/2022,Kanyon,0,1,0,0,0,0,0,0
I959386,C885556,Male,25,Shoes,60,Credit Card,25/11/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I737965,C944366,Male,64,Clothing,30,Cash,9/11/2022,Kanyon,1,0,0,0,0,0,0,0
I194017,C462011,Female,67,Technology,50,Cash,3/1/2022,Kanyon,0,0,0,0,0,0,0,1
I252777,C262366,Female,55,Clothing,30,Cash,19/02/2022,Zorlu Center,1,0,0,0,0,0,0,0
I254142,C212400,Female,62,Shoes,60,Credit Card,15/12/2022,Emaar Square Mall,0,1,0,0,0,0,0,0
I120850,C204307,Female,54,Clothing,30,Credit Card,8/11/2021,Metrocity,1,0,0,0,1,0,0,0
I220285,C162871,Female,43,Food & Beverage,20,Credit Card,1/5/2022,Kanyon,0,0,0,0,0,0,0,0
I180980,C119825,Female,30,Clothing,30,Cash,14/04/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I301451,C260171,Female,58,Cosmetics,35,Debit Card,28/06/2021,Kanyon,0,0,0,1,0,0,0,0
I125700,C244973,Male,49,Shoes,60,Credit Card,10/6/2022,Forum Istanbul,0,1,0,0,0,0,0,0
I533062,C208765,Female,49,Clothing,30,Cash,12/5/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I998874,C321053,Female,19,Clothing,30,Debit Card,27/12/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I325619,C183356,Female,58,Food & Beverage,20,Debit Card,16/08/2021,Kanyon,0,0,0,0,1,0,0,0
I200646,C155763,Female,49,Food & Beverage,20,Credit Card,5/3/2021,Kanyon,0,0,0,0,0,0,0,0
I337094,C567509,Female,50,Technology,50,Cash,9/2/2023,Zorlu Center,0,0,0,0,0,0,0,1
I436935,C486241,Female,21,Cosmetics,35,Cash,26/02/2023,Istinye Park,0,0,0,1,0,0,0,0
I585560,C306892,Male,21,Shoes,60,Cash,17/02/2023,Mall of Istanbul,0,1,0,0,0,0,0,0
I191967,C266819,Male,63,Cosmetics,35,Credit Card,8/8/2022,Kanyon,0,0,0,1,0,0,0,0
I304567,C317897,Male,30,Souvenir,27,Credit Card,8/3/2023,Forum Istanbul,0,0,0,0,0,0,1,0
I232809,C545424,Male,66,Shoes,60,Credit Card,2/10/2021,Metrocity,0,1,0,0,1,0,0,0
I157441,C224223,Female,23,Food & Beverage,20,Cash,22/12/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I591015,C286181,Female,69,Clothing,30,Cash,12/9/2021,Metrocity,1,0,0,0,0,0,0,0
I219334,C144371,Female,45,Shoes,60,Credit Card,23/03/2022,Kanyon,0,1,0,0,0,0,0,0
I162719,C402433,Male,53,Clothing,30,Credit Card,11/12/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I237375,C297425,Female,50,Books,15,Cash,29/12/2022,Istinye Park,0,0,0,0,0,0,0,0
I289611,C222906,Female,45,Clothing,30,Debit Card,8/3/2023,Cevahir AVM,1,0,0,0,1,0,0,0
I217650,C236397,Female,47,Food & Beverage,20,Debit Card,10/2/2021,Forum Istanbul,0,0,0,0,0,0,0,0
I214129,C309079,Female,36,Clothing,30,Debit Card,10/5/2021,Metrocity,1,0,0,0,1,0,0,0
I300799,C116633,Female,61,Food & Beverage,20,Cash,6/3/2022,Metropol AVM,0,0,0,0,0,0,0,0
I163771,C259606,Female,46,Toys,25,Credit Card,29/03/2021,Mall of Istanbul,0,0,1,0,0,1,0,0
I252528,C333065,Male,47,Technology,50,Debit Card,4/10/2022,Cevahir AVM,0,0,0,0,0,0,0,1
I147387,C211494,Female,38,Clothing,30,Cash,4/11/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I186255,C302831,Female,41,Clothing,30,Credit Card,8/11/2022,Kanyon,1,0,0,0,0,0,0,0
I308341,C282397,Male,29,Clothing,30,Cash,17/05/2021,Istinye Park,1,0,0,0,0,0,0,0
I177664,C233697,Female,58,Cosmetics,35,Credit Card,16/06/2022,Kanyon,0,0,0,1,0,0,0,0
I278519,C129976,Male,69,Technology,50,Debit Card,24/09/2022,Cevahir AVM,0,0,0,0,0,0,0,1
I160636,C812053,Female,53,Cosmetics,35,Cash,4/4/2022,Metropol AVM,0,0,0,1,1,0,0,0
I306136,C324783,Male,26,Food & Beverage,20,Cash,18/10/2022,Metrocity,0,0,0,0,1,0,0,0
I240224,C281502,Male,53,Food & Beverage,20,Cash,16/10/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I227030,C433234,Female,63,Clothing,30,Credit Card,17/05/2021,Istinye Park,1,0,0,0,0,0,0,0
I258204,C167183,Female,54,Clothing,30,Credit Card,3/2/2023,Emaar Square Mall,1,0,0,0,0,0,0,0
I231070,C311195,Female,54,Clothing,30,Debit Card,15/11/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I434983,C107399,Male,45,Souvenir,27,Credit Card,29/07/2021,Istinye Park,0,0,0,0,0,0,1,0
I326925,C992967,Female,62,Toys,25,Credit Card,17/07/2021,Kanyon,0,0,0,0,0,1,0,0
I183840,C246719,Female,18,Clothing,30,Credit Card,8/3/2022,Viaport Outlet,1,0,0,0,0,0,0,0
I533184,C220859,Female,44,Shoes,60,Credit Card,22/09/2022,Zorlu Center,0,1,0,0,0,0,0,0
I735039,C285422,Male,50,Clothing,30,Cash,1/8/2022,Metropol AVM,1,0,0,0,0,0,0,0
I319997,C217049,Male,31,Clothing,30,Credit Card,3/4/2021,Istinye Park,1,0,0,0,0,0,0,0
I228150,C141094,Male,62,Clothing,30,Cash,21/11/2021,Zorlu Center,1,0,0,0,0,0,0,0
I215373,C310628,Female,20,Clothing,30,Debit Card,17/09/2021,Kanyon,1,0,0,0,0,0,0,0
I275695,C297711,Female,65,Books,15,Cash,9/8/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I107255,C211354,Female,63,Souvenir,27,Cash,8/9/2021,Metrocity,0,0,0,0,1,0,1,0
I301538,C281864,Female,57,Food & Beverage,20,Cash,8/10/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I119469,C234177,Female,59,Clothing,30,Debit Card,3/3/2021,Metropol AVM,1,0,0,0,0,0,0,0
I678313,C335822,Female,44,Clothing,30,Debit Card,26/12/2021,Zorlu Center,1,0,0,0,0,0,0,0
I264491,C107261,Female,63,Cosmetics,35,Credit Card,13/02/2023,Metropol AVM,0,0,1,1,0,0,0,0
I177957,C653357,Male,65,Clothing,30,Cash,4/7/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I188384,C327084,Female,68,Clothing,30,Cash,26/01/2021,Istinye Park,1,0,0,0,1,0,0,0
I527111,C218706,Female,21,Food & Beverage,20,Debit Card,5/10/2022,Metropol AVM,0,0,0,0,0,0,0,0
I152252,C321931,Female,33,Books,15,Credit Card,5/4/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I131076,C403983,Female,23,Souvenir,27,Cash,27/03/2021,Metrocity,0,0,0,0,0,0,1,0
I151031,C137912,Female,49,Souvenir,27,Cash,21/11/2022,Mall of Istanbul,0,0,0,0,0,0,1,0
I638444,C229733,Male,57,Shoes,60,Credit Card,21/02/2022,Metropol AVM,0,1,0,0,0,0,0,0
I884439,C304835,Female,54,Toys,25,Credit Card,22/08/2022,Kanyon,0,0,0,0,0,1,0,0
I381853,C124933,Female,41,Cosmetics,35,Credit Card,6/12/2022,Emaar Square Mall,0,0,1,1,0,0,0,0
I104404,C111115,Female,21,Shoes,60,Cash,25/03/2021,Kanyon,0,1,0,0,0,0,0,0
I926542,C248988,Female,45,Toys,25,Debit Card,5/3/2021,Kanyon,0,0,0,0,0,1,0,0
I263473,C162574,Female,58,Shoes,60,Credit Card,2/8/2021,Kanyon,0,1,0,0,1,0,0,0
I177317,C331880,Male,53,Food & Beverage,20,Cash,16/04/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I941223,C291911,Female,53,Clothing,30,Credit Card,3/2/2023,Emaar Square Mall,1,0,0,0,1,0,0,0
I323436,C153958,Male,39,Food & Beverage,20,Debit Card,6/5/2022,Kanyon,0,0,0,0,0,0,0,0
I245250,C125209,Female,21,Shoes,60,Cash,5/2/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I589196,C320640,Female,51,Toys,25,Credit Card,1/12/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I241028,C803666,Male,50,Clothing,30,Debit Card,16/12/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I846943,C134691,Female,50,Cosmetics,35,Cash,6/1/2023,Mall of Istanbul,0,0,0,1,1,0,0,0
I131492,C729802,Male,61,Food & Beverage,20,Cash,8/12/2021,Kanyon,0,0,0,0,1,0,0,0
I252340,C252250,Male,44,Food & Beverage,20,Credit Card,23/02/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I571614,C208545,Female,31,Souvenir,27,Debit Card,7/1/2022,Istinye Park,0,0,0,0,1,0,1,0
I269945,C310975,Male,64,Food & Beverage,20,Credit Card,14/02/2022,Kanyon,0,0,0,0,0,0,0,0
I293115,C109758,Male,50,Clothing,30,Credit Card,20/05/2022,Viaport Outlet,1,0,0,0,0,0,0,0
I180632,C214463,Male,45,Clothing,30,Credit Card,15/10/2021,Istinye Park,1,0,0,0,0,0,0,0
I946433,C387164,Female,29,Technology,50,Debit Card,2/2/2023,Kanyon,0,0,0,0,0,0,0,1
I557864,C135196,Female,33,Clothing,30,Cash,9/11/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I721903,C284031,Male,29,Food & Beverage,20,Cash,9/1/2023,Mall of Istanbul,0,0,0,0,0,0,0,0
I995914,C259260,Male,65,Technology,50,Credit Card,22/11/2021,Metrocity,0,0,0,0,0,0,0,1
I423124,C109593,Female,66,Clothing,30,Cash,7/1/2023,Metrocity,1,0,0,0,0,0,0,0
I318626,C270238,Male,54,Cosmetics,35,Credit Card,23/09/2022,Istinye Park,0,0,0,1,0,0,0,0
I284431,C308978,Male,44,Technology,50,Credit Card,24/06/2022,Metropol AVM,0,0,0,0,0,0,0,1
I334469,C221607,Male,46,Toys,25,Cash,4/7/2021,Kanyon,0,0,0,0,1,1,0,0
I568785,C115148,Male,37,Food & Beverage,20,Cash,23/08/2021,Metropol AVM,0,0,0,0,1,0,0,0
I307376,C253248,Female,22,Food & Beverage,20,Credit Card,11/8/2022,Metrocity,0,0,0,0,0,0,0,0
I136509,C290760,Female,55,Cosmetics,35,Cash,2/8/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I194798,C258089,Male,41,Technology,50,Cash,7/7/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I236520,C222102,Male,42,Toys,25,Credit Card,13/02/2022,Viaport Outlet,0,0,0,0,0,1,0,0
I295482,C209440,Male,24,Shoes,60,Credit Card,17/10/2022,Zorlu Center,0,1,0,0,0,0,0,0
I472275,C203263,Female,43,Cosmetics,35,Cash,14/11/2022,Metrocity,0,0,0,1,0,0,0,0
I301404,C232103,Male,40,Clothing,30,Credit Card,24/03/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I100487,C213360,Female,22,Cosmetics,35,Cash,19/02/2021,Kanyon,0,0,0,1,0,0,0,0
I206026,C225105,Female,27,Books,15,Cash,12/11/2022,Forum Istanbul,0,0,0,0,0,0,0,0
I332620,C158124,Female,68,Cosmetics,35,Credit Card,13/04/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I434161,C246484,Female,48,Clothing,30,Credit Card,3/5/2021,Metropol AVM,1,0,0,0,0,0,0,0
I166306,C197019,Female,56,Clothing,30,Cash,24/04/2022,Viaport Outlet,1,0,0,0,0,0,0,0
I207389,C947114,Male,25,Clothing,30,Debit Card,17/12/2022,Kanyon,1,0,0,0,1,0,0,0
I237018,C115431,Male,30,Food & Beverage,20,Cash,19/11/2022,Mall of Istanbul,0,0,1,0,0,0,0,0
I246114,C266394,Female,49,Toys,25,Credit Card,22/09/2022,Metropol AVM,0,0,0,0,0,1,0,0
I216889,C122371,Male,57,Clothing,30,Credit Card,16/03/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I137065,C736428,Female,46,Food & Beverage,20,Cash,1/1/2022,Mall of Istanbul,0,0,0,0,1,0,0,0
I284262,C127339,Male,29,Food & Beverage,20,Cash,23/07/2021,Kanyon,0,0,0,0,0,0,0,0
I154122,C164662,Female,69,Cosmetics,35,Debit Card,22/12/2021,Metrocity,0,0,0,1,0,0,0,0
I950429,C248884,Female,42,Cosmetics,35,Debit Card,9/3/2022,Kanyon,0,0,0,1,0,0,0,0
I499170,C100684,Female,38,Toys,25,Credit Card,20/02/2022,Kanyon,0,0,0,0,0,1,0,0
I253083,C240688,Female,46,Clothing,30,Debit Card,14/11/2021,Metrocity,1,0,0,0,0,0,0,0
I508173,C246364,Male,31,Cosmetics,35,Debit Card,23/01/2022,Metropol AVM,0,0,0,1,0,0,0,0
I763131,C195413,Male,26,Clothing,30,Cash,16/01/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I149766,C197308,Female,48,Cosmetics,35,Cash,2/4/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I702817,C264767,Male,30,Books,15,Credit Card,16/10/2022,Kanyon,0,0,0,0,0,0,0,0
I208491,C299172,Male,56,Clothing,30,Cash,18/01/2023,Kanyon,1,0,0,0,1,0,0,0
I337030,C994327,Male,65,Food & Beverage,20,Cash,27/09/2022,Metrocity,0,0,0,0,0,0,0,0
I312041,C337644,Female,53,Clothing,30,Credit Card,31/01/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I150629,C175449,Female,43,Clothing,30,Cash,10/12/2022,Kanyon,1,0,0,0,1,0,0,0
I197620,C249092,Male,26,Food & Beverage,20,Cash,8/4/2022,Metrocity,0,0,1,0,0,0,0,0
I730771,C432132,Male,23,Clothing,30,Debit Card,5/8/2022,Metrocity,1,0,0,0,0,0,0,0
I873382,C289802,Female,54,Shoes,60,Credit Card,7/1/2023,Metrocity,0,1,0,0,0,0,0,0
I637675,C194330,Male,56,Clothing,30,Cash,28/06/2021,Kanyon,1,0,0,0,0,0,0,0
I153278,C127945,Female,37,Toys,25,Cash,4/6/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I842493,C202057,Male,48,Clothing,30,Debit Card,25/07/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I156991,C315209,Male,56,Food & Beverage,20,Debit Card,14/02/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I722730,C323605,Female,58,Souvenir,27,Cash,28/07/2022,Kanyon,0,0,0,0,1,0,1,0
I299533,C282395,Female,40,Food & Beverage,20,Credit Card,9/9/2022,Kanyon,0,0,0,0,0,0,0,0
I187160,C109491,Female,38,Shoes,60,Debit Card,19/03/2022,Kanyon,0,1,0,0,0,0,0,0
