Transaction,date_time,period_day,weekday_weekend,Bread,Scandinavian,Hot chocolate,Jam,Cookies,Muffin,Coffee,Soup,Cake,Juice
159,31-10-2016 14:22,afternoon,weekday,1,1,0,0,0,0,1,0,0,1
159,31-10-2016 14:22,afternoon,weekday,0,0,1,1,1,1,1,1,0,0
160,31-10-2016 14:35,afternoon,weekday,0,1,1,0,0,1,0,1,0,1
160,31-10-2016 14:35,afternoon,weekday,1,0,1,0,0,0,1,0,1,1
161,31-10-2016 14:42,afternoon,weekday,0,0,1,0,0,1,1,0,1,0
162,31-10-2016 14:44,afternoon,weekday,0,1,1,0,1,0,1,1,1,1
163,31-10-2016 14:47,afternoon,weekday,1,0,0,0,1,0,0,1,1,0
163,31-10-2016 14:47,afternoon,weekday,1,1,1,1,0,0,1,1,1,0
164,31-10-2016 14:47,afternoon,weekday,0,0,1,0,1,1,0,0,0,0
164,31-10-2016 14:47,afternoon,weekday,0,0,0,0,0,1,0,0,1,0
165,31-10-2016 14:48,afternoon,weekday,1,1,0,1,1,0,1,0,1,1
166,31-10-2016 14:49,afternoon,weekday,0,1,1,0,1,1,0,0,0,0
166,31-10-2016 14:49,afternoon,weekday,0,0,0,0,0,1,0,1,1,1
167,31-10-2016 14:50,afternoon,weekday,0,1,1,0,0,1,1,0,0,0
167,31-10-2016 14:50,afternoon,weekday,0,1,0,1,1,0,1,0,0,0
167,31-10-2016 14:50,afternoon,weekday,0,0,0,0,1,1,1,1,0,1
167,31-10-2016 14:50,afternoon,weekday,0,0,0,1,0,1,1,0,1,1
168,31-10-2016 14:56,afternoon,weekday,0,1,0,1,1,1,0,1,0,0
168,31-10-2016 14:56,afternoon,weekday,0,1,0,1,1,1,0,0,0,1
169,31-10-2016 15:05,afternoon,weekday,0,1,0,1,1,1,1,1,1,0
170,31-10-2016 15:16,afternoon,weekday,0,1,0,1,1,1,1,1,0,1
171,31-10-2016 15:20,afternoon,weekday,1,1,1,1,0,1,1,0,1,1
171,31-10-2016 15:20,afternoon,weekday,0,1,1,0,1,0,1,1,1,0
172,31-10-2016 17:06,evening,weekday,1,1,0,0,1,0,1,0,0,1
172,31-10-2016 17:06,evening,weekday,1,0,0,0,0,0,1,0,1,1
173,31-10-2016 17:08,evening,weekday,0,0,1,1,1,0,1,1,0,0
173,31-10-2016 17:08,evening,weekday,0,1,1,1,0,1,0,1,1,1
174,31-10-2016 17:40,evening,weekday,0,0,1,1,1,1,1,0,1,0
175,31-10-2016 17:49,evening,weekday,1,1,1,1,1,1,0,1,0,0
176,31-10-2016 18:22,evening,weekday,0,0,0,1,1,1,0,0,0,0
176,31-10-2016 18:22,evening,weekday,0,1,0,0,0,1,1,1,1,0
178,1/11/2016 7:51,morning,weekday,1,1,1,0,1,0,0,1,1,0
178,1/11/2016 7:51,morning,weekday,1,1,0,0,1,1,0,1,1,0
179,1/11/2016 8:20,morning,weekday,1,1,0,1,0,0,1,1,1,0
179,1/11/2016 8:20,morning,weekday,0,1,1,1,0,0,1,0,0,0
180,1/11/2016 8:22,morning,weekday,0,1,1,1,0,0,1,0,1,1
180,1/11/2016 8:22,morning,weekday,1,0,0,0,0,1,0,0,0,0
181,1/11/2016 8:45,morning,weekday,1,1,0,0,1,0,1,1,0,1
181,1/11/2016 8:45,morning,weekday,0,0,1,1,0,1,0,0,0,0
182,1/11/2016 9:07,morning,weekday,1,0,1,1,0,0,0,0,1,0
182,1/11/2016 9:07,morning,weekday,1,1,0,1,0,0,0,0,1,1
182,1/11/2016 9:07,morning,weekday,1,1,1,1,1,0,1,1,1,1
183,1/11/2016 9:09,morning,weekday,0,0,1,1,1,1,1,1,1,0
184,1/11/2016 9:26,morning,weekday,1,0,1,0,0,1,1,0,0,1
184,1/11/2016 9:26,morning,weekday,0,0,0,0,0,1,0,0,0,0
185,1/11/2016 9:29,morning,weekday,1,1,0,0,0,0,1,1,0,0
185,1/11/2016 9:29,morning,weekday,1,0,0,1,1,0,1,0,0,1
186,1/11/2016 9:43,morning,weekday,0,1,1,0,0,1,0,0,1,0
186,1/11/2016 9:43,morning,weekday,1,0,1,0,1,0,1,0,0,1
187,1/11/2016 10:02,morning,weekday,1,1,0,0,0,1,1,0,1,1
188,1/11/2016 10:04,morning,weekday,0,1,1,1,0,0,1,1,1,0
189,1/11/2016 10:29,morning,weekday,1,0,0,0,1,0,0,1,1,0
189,1/11/2016 10:29,morning,weekday,1,1,0,0,0,1,0,0,1,1
190,1/11/2016 10:34,morning,weekday,0,1,0,0,1,1,0,0,1,0
190,1/11/2016 10:34,morning,weekday,0,0,0,0,0,1,1,1,0,0
190,1/11/2016 10:34,morning,weekday,1,1,0,1,1,0,1,0,0,0
191,1/11/2016 10:50,morning,weekday,0,1,1,1,0,1,1,0,1,0
191,1/11/2016 10:50,morning,weekday,1,1,0,0,1,1,0,0,0,0
192,1/11/2016 10:56,morning,weekday,0,1,1,0,0,0,1,1,1,0
193,1/11/2016 11:00,morning,weekday,1,0,1,0,1,0,1,1,1,1
194,1/11/2016 11:04,morning,weekday,1,0,0,0,1,1,1,1,0,0
194,1/11/2016 11:04,morning,weekday,0,1,1,1,1,1,0,1,1,1
195,1/11/2016 11:06,morning,weekday,0,1,1,1,0,0,1,0,1,1
195,1/11/2016 11:06,morning,weekday,1,1,0,0,0,0,1,1,1,1
196,1/11/2016 11:08,morning,weekday,0,0,1,0,1,0,0,0,0,1
196,1/11/2016 11:08,morning,weekday,1,0,0,0,1,1,1,1,1,1
196,1/11/2016 11:08,morning,weekday,0,1,0,1,1,1,0,1,0,0
197,1/11/2016 11:10,morning,weekday,1,1,0,1,1,1,1,0,1,1
197,1/11/2016 11:10,morning,weekday,1,1,0,1,0,1,1,1,1,1
197,1/11/2016 11:10,morning,weekday,1,1,0,0,0,0,1,0,0,1
198,1/11/2016 11:11,morning,weekday,0,0,0,1,0,1,0,1,0,0
198,1/11/2016 11:11,morning,weekday,0,1,0,1,0,0,0,0,0,1
199,1/11/2016 11:13,morning,weekday,0,0,1,0,0,0,0,1,1,0
200,1/11/2016 11:16,morning,weekday,0,0,1,0,0,0,0,1,1,1
201,1/11/2016 11:22,morning,weekday,1,0,0,1,1,1,0,1,1,1
201,1/11/2016 11:22,morning,weekday,1,1,1,0,1,0,1,1,1,0
202,1/11/2016 11:23,morning,weekday,0,1,1,0,1,0,0,0,0,1
202,1/11/2016 11:23,morning,weekday,1,1,0,1,0,0,0,1,1,1
203,1/11/2016 11:25,morning,weekday,0,1,1,0,0,0,1,1,0,0
204,1/11/2016 11:30,morning,weekday,0,0,1,1,0,0,0,0,0,0
204,1/11/2016 11:30,morning,weekday,0,0,1,0,0,1,1,1,0,1
205,1/11/2016 11:49,morning,weekday,1,1,0,1,1,0,0,1,0,0
205,1/11/2016 11:49,morning,weekday,1,1,1,0,1,0,0,1,1,1
205,1/11/2016 11:49,morning,weekday,0,1,0,1,1,0,0,1,1,0
206,1/11/2016 11:54,morning,weekday,0,0,1,0,1,0,0,1,1,0
206,1/11/2016 11:54,morning,weekday,1,0,1,0,0,0,0,0,1,0
206,1/11/2016 11:54,morning,weekday,1,1,0,0,1,0,0,0,1,1
207,1/11/2016 12:03,afternoon,weekday,0,1,0,0,1,1,0,0,1,1
207,1/11/2016 12:03,afternoon,weekday,1,0,1,0,1,0,0,1,1,0
207,1/11/2016 12:03,afternoon,weekday,0,1,0,0,1,0,1,1,1,0
208,1/11/2016 12:10,afternoon,weekday,0,0,1,0,0,0,1,1,1,0
209,1/11/2016 12:10,afternoon,weekday,0,0,1,1,0,0,0,1,0,0
210,1/11/2016 12:12,afternoon,weekday,1,1,0,1,0,0,0,0,1,0
211,1/11/2016 12:15,afternoon,weekday,0,0,1,0,1,0,1,1,1,0
211,1/11/2016 12:15,afternoon,weekday,1,1,0,1,0,0,0,1,0,1
212,1/11/2016 12:20,afternoon,weekday,0,1,0,0,0,1,0,0,0,1
212,1/11/2016 12:20,afternoon,weekday,0,1,0,0,1,0,0,0,0,0
212,1/11/2016 12:20,afternoon,weekday,1,1,1,0,1,0,0,1,0,1
213,1/11/2016 12:22,afternoon,weekday,0,0,1,0,0,0,1,0,0,1
214,1/11/2016 12:26,afternoon,weekday,1,0,0,1,1,0,0,0,1,1
214,1/11/2016 12:26,afternoon,weekday,1,1,0,0,0,1,1,1,1,0
214,1/11/2016 12:26,afternoon,weekday,0,0,1,1,1,0,1,1,0,0
215,1/11/2016 12:30,afternoon,weekday,1,0,1,0,0,0,0,1,1,0
215,1/11/2016 12:30,afternoon,weekday,0,1,0,1,0,1,1,0,0,1
216,1/11/2016 12:31,afternoon,weekday,0,1,0,0,1,1,0,0,1,1
216,1/11/2016 12:31,afternoon,weekday,0,1,1,1,1,0,1,0,0,1
217,1/11/2016 12:33,afternoon,weekday,1,0,1,1,0,1,1,1,1,1
217,1/11/2016 12:33,afternoon,weekday,0,1,1,1,0,1,1,1,1,1
218,1/11/2016 12:37,afternoon,weekday,0,0,1,0,0,1,0,1,1,0
219,1/11/2016 12:41,afternoon,weekday,0,1,0,1,0,1,0,1,1,0
220,1/11/2016 12:49,afternoon,weekday,1,0,1,0,1,1,1,0,1,0
220,1/11/2016 12:49,afternoon,weekday,0,0,1,1,1,1,1,1,0,0
221,1/11/2016 12:53,afternoon,weekday,1,0,1,1,0,0,1,0,0,1
221,1/11/2016 12:53,afternoon,weekday,1,1,0,0,1,0,1,0,1,0
222,1/11/2016 13:08,afternoon,weekday,1,0,1,1,0,1,1,1,0,0
223,1/11/2016 13:11,afternoon,weekday,0,1,0,0,0,0,0,1,1,1
223,1/11/2016 13:11,afternoon,weekday,1,0,0,0,1,1,0,1,1,0
224,1/11/2016 13:15,afternoon,weekday,1,1,0,1,1,0,1,0,1,0
225,1/11/2016 13:19,afternoon,weekday,1,1,1,1,0,1,0,1,0,0
225,1/11/2016 13:19,afternoon,weekday,0,0,0,0,0,0,0,1,1,0
225,1/11/2016 13:19,afternoon,weekday,1,1,0,0,0,1,0,1,1,1
226,1/11/2016 13:21,afternoon,weekday,1,1,1,0,0,0,1,0,0,0
227,1/11/2016 13:31,afternoon,weekday,1,1,0,0,0,1,1,1,1,1
227,1/11/2016 13:31,afternoon,weekday,1,0,1,1,1,0,1,0,0,1
227,1/11/2016 13:31,afternoon,weekday,0,1,1,1,0,0,0,0,0,1
228,1/11/2016 13:33,afternoon,weekday,0,0,0,0,1,1,0,1,1,0
229,1/11/2016 13:37,afternoon,weekday,0,1,0,1,0,0,1,0,1,0
229,1/11/2016 13:37,afternoon,weekday,0,0,1,1,1,1,0,1,1,0
230,1/11/2016 13:41,afternoon,weekday,0,1,0,1,0,0,0,0,0,0
231,1/11/2016 13:45,afternoon,weekday,0,1,0,1,1,0,1,0,0,1
232,1/11/2016 14:10,afternoon,weekday,0,0,1,1,0,0,0,0,0,1
232,1/11/2016 14:10,afternoon,weekday,1,0,0,1,1,1,1,1,1,0
232,1/11/2016 14:10,afternoon,weekday,1,0,1,1,0,0,0,0,1,1
233,1/11/2016 14:13,afternoon,weekday,0,0,0,0,0,1,1,1,0,1
233,1/11/2016 14:13,afternoon,weekday,1,0,0,1,1,0,1,1,1,0
233,1/11/2016 14:13,afternoon,weekday,0,1,0,0,0,0,0,1,1,1
233,1/11/2016 14:13,afternoon,weekday,1,0,1,1,0,1,0,0,0,0
234,1/11/2016 14:14,afternoon,weekday,0,0,0,0,1,1,1,0,1,1
234,1/11/2016 14:14,afternoon,weekday,0,0,1,1,0,1,1,1,0,1
235,1/11/2016 14:18,afternoon,weekday,0,0,0,0,0,1,1,1,1,1
236,1/11/2016 14:22,afternoon,weekday,0,1,1,1,1,0,0,1,1,0
237,1/11/2016 14:25,afternoon,weekday,1,1,0,0,0,1,1,0,1,0
237,1/11/2016 14:25,afternoon,weekday,0,0,1,0,1,1,1,0,1,0
238,1/11/2016 14:37,afternoon,weekday,1,1,1,0,0,1,1,0,0,0
238,1/11/2016 14:37,afternoon,weekday,1,0,1,1,0,0,0,1,0,1
238,1/11/2016 14:37,afternoon,weekday,0,1,1,1,0,1,0,0,1,1
238,1/11/2016 14:37,afternoon,weekday,0,1,1,1,0,0,1,0,0,1
239,1/11/2016 14:37,afternoon,weekday,0,1,0,0,0,0,1,1,1,0
240,1/11/2016 14:42,afternoon,weekday,0,0,1,0,1,0,1,1,0,1
241,1/11/2016 14:54,afternoon,weekday,1,0,0,1,0,0,0,0,0,0
241,1/11/2016 14:54,afternoon,weekday,0,1,1,0,0,1,0,1,1,0
242,1/11/2016 15:02,afternoon,weekday,1,0,1,1,0,0,1,1,0,1
242,1/11/2016 15:02,afternoon,weekday,1,0,1,0,0,1,1,0,1,0
242,1/11/2016 15:02,afternoon,weekday,1,0,0,0,0,0,0,1,0,0
243,1/11/2016 15:18,afternoon,weekday,1,0,1,1,0,1,1,0,1,0
243,1/11/2016 15:18,afternoon,weekday,0,0,1,1,1,1,1,0,0,1
243,1/11/2016 15:18,afternoon,weekday,1,1,1,0,1,1,0,1,0,1
243,1/11/2016 15:18,afternoon,weekday,1,1,0,0,0,0,0,1,1,1
244,1/11/2016 15:33,afternoon,weekday,0,0,0,0,0,0,0,1,1,0
244,1/11/2016 15:33,afternoon,weekday,0,0,1,1,0,0,1,1,1,0
244,1/11/2016 15:33,afternoon,weekday,1,0,1,1,0,1,0,1,1,1
245,1/11/2016 15:37,afternoon,weekday,0,0,0,0,0,1,1,0,1,0
245,1/11/2016 15:37,afternoon,weekday,0,1,0,1,0,0,0,1,0,0
246,1/11/2016 15:48,afternoon,weekday,0,1,0,0,0,1,1,1,1,1
246,1/11/2016 15:48,afternoon,weekday,1,1,0,0,0,1,1,0,1,0
247,1/11/2016 16:07,afternoon,weekday,1,0,0,1,1,0,0,1,0,1
247,1/11/2016 16:07,afternoon,weekday,1,0,0,0,1,1,0,0,1,1
247,1/11/2016 16:07,afternoon,weekday,1,0,0,1,0,0,1,1,0,0
247,1/11/2016 16:07,afternoon,weekday,0,1,0,1,1,0,1,1,0,0
247,1/11/2016 16:07,afternoon,weekday,0,0,1,0,0,0,1,1,0,1
248,1/11/2016 16:08,afternoon,weekday,0,1,0,1,1,1,1,1,0,0
248,1/11/2016 16:08,afternoon,weekday,1,1,0,0,1,0,0,1,1,1
248,1/11/2016 16:08,afternoon,weekday,0,1,1,0,1,1,0,1,0,0
249,1/11/2016 16:10,afternoon,weekday,0,0,0,1,1,0,1,0,0,0
250,1/11/2016 16:10,afternoon,weekday,1,0,1,1,1,1,1,0,1,1
251,1/11/2016 16:26,afternoon,weekday,0,1,1,0,1,0,1,0,0,1
251,1/11/2016 16:26,afternoon,weekday,1,0,1,1,1,1,1,0,0,1
252,1/11/2016 16:28,afternoon,weekday,1,1,1,1,1,1,1,1,0,0
252,1/11/2016 16:28,afternoon,weekday,0,1,1,0,0,0,1,0,1,1
253,1/11/2016 17:46,evening,weekday,1,1,1,0,0,0,1,0,0,1
254,1/11/2016 18:43,evening,weekday,0,1,1,1,0,0,0,1,1,0
255,2/11/2016 8:02,morning,weekday,0,1,1,0,1,0,1,1,0,0
255,2/11/2016 8:02,morning,weekday,1,0,1,1,0,1,1,1,0,1
255,2/11/2016 8:02,morning,weekday,0,0,1,0,0,0,0,0,1,1
256,2/11/2016 8:05,morning,weekday,1,0,0,1,0,1,0,1,0,1
256,2/11/2016 8:05,morning,weekday,1,0,1,0,0,1,0,0,0,0
257,2/11/2016 8:07,morning,weekday,1,1,1,0,0,1,1,0,0,0
257,2/11/2016 8:07,morning,weekday,1,0,0,1,0,0,0,1,0,1
257,2/11/2016 8:07,morning,weekday,1,0,1,0,1,0,0,1,0,1
258,2/11/2016 8:08,morning,weekday,1,1,0,0,0,0,0,1,0,1
258,2/11/2016 8:08,morning,weekday,0,0,0,0,1,0,0,1,1,1
259,2/11/2016 8:11,morning,weekday,0,0,0,0,1,1,0,0,0,1
260,2/11/2016 8:12,morning,weekday,0,0,1,0,1,1,1,1,1,1
261,2/11/2016 8:12,morning,weekday,1,1,0,1,1,1,1,0,1,1
262,2/11/2016 8:29,morning,weekday,0,1,0,1,1,0,1,1,0,1
262,2/11/2016 8:29,morning,weekday,1,1,1,1,0,0,0,1,0,1
262,2/11/2016 8:29,morning,weekday,1,1,1,0,0,1,1,0,1,1
263,2/11/2016 8:53,morning,weekday,1,1,0,1,0,0,0,0,0,1
264,2/11/2016 9:02,morning,weekday,1,0,1,1,0,1,0,1,1,0
264,2/11/2016 9:02,morning,weekday,0,0,1,1,0,0,0,1,1,1
265,2/11/2016 9:03,morning,weekday,0,0,1,1,0,0,0,0,1,1
266,2/11/2016 9:05,morning,weekday,1,0,0,1,1,1,1,0,0,1
266,2/11/2016 9:05,morning,weekday,1,0,1,1,1,1,1,0,1,1
267,2/11/2016 9:18,morning,weekday,1,0,0,1,1,1,1,0,0,1
267,2/11/2016 9:18,morning,weekday,0,0,1,0,0,1,0,1,1,0
267,2/11/2016 9:18,morning,weekday,1,1,1,0,1,1,1,1,0,0
268,2/11/2016 9:22,morning,weekday,0,1,0,0,0,0,0,1,0,0
268,2/11/2016 9:22,morning,weekday,1,1,0,1,1,0,1,0,1,0
269,2/11/2016 9:25,morning,weekday,0,0,0,1,0,0,0,1,0,0
270,2/11/2016 9:27,morning,weekday,1,0,0,1,0,0,1,0,0,0
270,2/11/2016 9:27,morning,weekday,1,0,0,0,1,0,0,1,0,1
271,2/11/2016 9:33,morning,weekday,0,1,1,1,0,1,0,1,1,0
271,2/11/2016 9:33,morning,weekday,0,0,0,0,1,0,0,1,1,1
271,2/11/2016 9:33,morning,weekday,1,1,1,1,0,0,1,1,0,1
271,2/11/2016 9:33,morning,weekday,1,0,0,1,0,0,1,0,0,0
272,2/11/2016 9:35,morning,weekday,1,1,1,1,1,0,1,0,1,0
274,2/11/2016 9:52,morning,weekday,1,1,0,1,0,0,0,1,0,0
274,2/11/2016 9:52,morning,weekday,1,1,1,1,0,1,1,0,1,0
274,2/11/2016 9:52,morning,weekday,1,0,1,0,0,0,0,1,0,0
275,2/11/2016 9:53,morning,weekday,0,0,0,1,1,0,0,0,0,1
276,2/11/2016 9:54,morning,weekday,0,0,1,1,0,0,0,0,0,1
276,2/11/2016 9:54,morning,weekday,1,1,0,0,0,1,1,1,0,1
276,2/11/2016 9:54,morning,weekday,0,1,0,0,0,1,0,1,1,0
277,2/11/2016 10:12,morning,weekday,0,1,0,1,1,0,1,1,0,1
278,2/11/2016 10:13,morning,weekday,1,0,1,1,0,0,1,1,1,1
278,2/11/2016 10:13,morning,weekday,1,0,0,1,0,1,1,0,0,0
279,2/11/2016 10:15,morning,weekday,0,1,1,0,1,1,1,1,1,1
280,2/11/2016 10:17,morning,weekday,0,0,1,1,0,0,1,0,0,0
280,2/11/2016 10:17,morning,weekday,0,1,1,1,1,0,1,0,1,1
281,2/11/2016 10:29,morning,weekday,0,0,0,0,0,0,0,0,1,0
281,2/11/2016 10:29,morning,weekday,0,0,1,1,0,0,0,0,1,0
282,2/11/2016 10:37,morning,weekday,1,0,1,1,1,0,1,0,1,0
282,2/11/2016 10:37,morning,weekday,0,1,0,1,0,0,0,1,0,1
282,2/11/2016 10:37,morning,weekday,0,0,0,0,1,0,1,1,1,0
283,2/11/2016 10:44,morning,weekday,1,1,1,0,1,1,1,0,1,0
283,2/11/2016 10:44,morning,weekday,0,1,0,0,1,0,0,1,0,1
284,2/11/2016 10:48,morning,weekday,0,1,1,1,1,0,0,0,1,1
284,2/11/2016 10:48,morning,weekday,0,1,0,1,1,0,1,1,1,1
285,2/11/2016 10:52,morning,weekday,1,0,1,1,1,1,1,0,1,0
285,2/11/2016 10:52,morning,weekday,1,1,0,1,1,0,0,0,0,0
285,2/11/2016 10:52,morning,weekday,0,1,1,0,0,1,1,1,0,0
286,2/11/2016 10:53,morning,weekday,1,0,1,0,0,0,0,1,0,1
286,2/11/2016 10:53,morning,weekday,0,1,1,1,1,1,0,1,1,1
286,2/11/2016 10:53,morning,weekday,1,1,1,0,1,1,1,1,1,0
287,2/11/2016 10:56,morning,weekday,0,1,1,0,1,0,1,1,0,0
287,2/11/2016 10:56,morning,weekday,1,1,0,0,1,0,1,0,1,1
288,2/11/2016 10:59,morning,weekday,1,1,0,0,1,1,1,0,1,1
288,2/11/2016 10:59,morning,weekday,0,1,1,1,0,1,1,0,0,0
289,2/11/2016 11:00,morning,weekday,0,0,0,1,0,1,1,0,1,0
290,2/11/2016 11:03,morning,weekday,0,0,0,0,1,1,0,1,0,0
290,2/11/2016 11:03,morning,weekday,1,1,1,1,0,0,0,1,1,1
291,2/11/2016 11:04,morning,weekday,1,1,0,0,0,0,1,0,1,0
292,2/11/2016 11:15,morning,weekday,1,0,1,0,0,0,0,1,1,1
293,2/11/2016 11:29,morning,weekday,1,1,1,0,1,0,0,0,1,0
294,2/11/2016 11:35,morning,weekday,0,0,1,0,1,0,0,0,0,0
295,2/11/2016 11:39,morning,weekday,0,1,0,1,0,0,1,1,0,0
295,2/11/2016 11:39,morning,weekday,0,0,0,1,1,0,0,1,1,1
295,2/11/2016 11:39,morning,weekday,1,0,0,0,0,1,1,0,1,0
296,2/11/2016 11:58,morning,weekday,1,1,0,0,1,1,1,1,1,1
296,2/11/2016 11:58,morning,weekday,0,0,1,1,0,0,0,1,0,0
297,2/11/2016 12:06,afternoon,weekday,0,0,1,0,1,1,1,0,1,1
297,2/11/2016 12:06,afternoon,weekday,1,1,0,0,0,1,0,0,0,1
297,2/11/2016 12:06,afternoon,weekday,0,0,0,1,1,0,1,0,1,1
297,2/11/2016 12:06,afternoon,weekday,0,0,1,1,1,1,1,1,1,0
298,2/11/2016 12:11,afternoon,weekday,1,1,0,0,0,1,0,0,1,0
298,2/11/2016 12:11,afternoon,weekday,1,1,0,0,0,0,0,1,1,0
298,2/11/2016 12:11,afternoon,weekday,0,0,0,1,1,1,1,0,0,0
298,2/11/2016 12:11,afternoon,weekday,0,0,1,0,0,0,1,0,1,1
299,2/11/2016 12:14,afternoon,weekday,0,1,1,1,0,1,0,0,1,1
300,2/11/2016 12:18,afternoon,weekday,1,0,1,1,0,1,1,0,1,1
300,2/11/2016 12:18,afternoon,weekday,0,0,0,0,1,0,1,0,1,0
300,2/11/2016 12:18,afternoon,weekday,1,1,0,0,0,0,1,0,1,1
300,2/11/2016 12:18,afternoon,weekday,1,1,0,0,1,0,1,1,1,0
300,2/11/2016 12:18,afternoon,weekday,1,1,1,1,1,0,0,1,0,0
301,2/11/2016 12:24,afternoon,weekday,0,0,1,1,0,0,0,1,1,0
301,2/11/2016 12:24,afternoon,weekday,1,0,1,0,0,0,1,0,1,1
301,2/11/2016 12:24,afternoon,weekday,1,0,0,1,0,0,0,0,1,0
302,2/11/2016 12:27,afternoon,weekday,1,0,1,1,0,0,0,0,0,0
302,2/11/2016 12:27,afternoon,weekday,0,0,0,0,1,0,0,0,0,1
303,2/11/2016 12:30,afternoon,weekday,1,0,0,1,1,1,0,0,0,0
303,2/11/2016 12:30,afternoon,weekday,0,0,0,1,1,1,0,1,1,0
303,2/11/2016 12:30,afternoon,weekday,0,1,1,0,0,1,0,0,0,1
303,2/11/2016 12:30,afternoon,weekday,1,0,0,0,0,1,1,0,1,0
304,2/11/2016 12:33,afternoon,weekday,1,1,1,0,1,0,0,1,0,1
304,2/11/2016 12:33,afternoon,weekday,0,1,1,0,0,1,1,1,1,0
305,2/11/2016 12:35,afternoon,weekday,0,0,0,0,1,1,0,1,0,0
306,2/11/2016 12:39,afternoon,weekday,0,1,1,0,0,1,0,1,0,1
306,2/11/2016 12:39,afternoon,weekday,0,0,0,1,0,1,1,0,1,1
306,2/11/2016 12:39,afternoon,weekday,0,1,1,1,0,0,1,1,1,0
306,2/11/2016 12:39,afternoon,weekday,0,1,1,1,1,1,1,0,1,1
307,2/11/2016 12:52,afternoon,weekday,0,1,1,0,1,0,1,1,0,1
308,2/11/2016 12:54,afternoon,weekday,0,1,0,1,0,0,1,0,1,0
308,2/11/2016 12:54,afternoon,weekday,0,0,0,0,1,0,0,0,0,0
309,2/11/2016 12:56,afternoon,weekday,1,1,1,0,1,0,0,0,1,1
309,2/11/2016 12:56,afternoon,weekday,0,1,1,1,0,1,1,0,0,1
310,2/11/2016 13:02,afternoon,weekday,0,0,1,1,0,0,0,0,1,0
310,2/11/2016 13:02,afternoon,weekday,0,0,1,1,1,1,0,1,0,1
310,2/11/2016 13:02,afternoon,weekday,0,0,0,1,1,1,1,0,0,0
311,2/11/2016 13:09,afternoon,weekday,1,1,1,1,0,0,0,1,1,0
311,2/11/2016 13:09,afternoon,weekday,1,1,0,0,0,1,0,1,1,0
312,2/11/2016 13:11,afternoon,weekday,1,1,1,1,0,1,0,0,0,0
312,2/11/2016 13:11,afternoon,weekday,0,0,1,0,1,1,1,0,0,1
312,2/11/2016 13:11,afternoon,weekday,0,0,0,0,1,1,1,0,0,1
313,2/11/2016 13:12,afternoon,weekday,0,0,1,0,0,0,0,1,0,1
314,2/11/2016 13:16,afternoon,weekday,0,0,1,1,1,1,0,0,0,0
316,2/11/2016 13:23,afternoon,weekday,0,1,0,0,1,0,1,0,0,0
317,2/11/2016 13:42,afternoon,weekday,1,1,1,0,0,0,0,1,1,1
317,2/11/2016 13:42,afternoon,weekday,1,1,1,0,1,0,1,0,1,1
318,2/11/2016 13:46,afternoon,weekday,0,1,0,0,1,0,0,1,1,0
318,2/11/2016 13:46,afternoon,weekday,1,1,1,1,0,0,0,0,1,1
318,2/11/2016 13:46,afternoon,weekday,0,1,1,1,1,1,1,1,1,1
319,2/11/2016 13:50,afternoon,weekday,0,0,0,1,1,0,0,0,1,1
320,2/11/2016 13:58,afternoon,weekday,1,0,1,1,1,1,1,0,0,1
321,2/11/2016 14:00,afternoon,weekday,1,0,0,0,0,0,1,1,0,1
321,2/11/2016 14:00,afternoon,weekday,0,0,1,1,0,0,1,0,0,1
322,2/11/2016 14:01,afternoon,weekday,0,0,1,1,0,1,0,1,1,1
323,2/11/2016 14:05,afternoon,weekday,1,1,1,0,1,1,0,1,1,0
324,2/11/2016 14:11,afternoon,weekday,1,0,1,0,1,0,0,0,0,1
324,2/11/2016 14:11,afternoon,weekday,0,1,0,1,1,0,0,0,1,1
325,2/11/2016 14:11,afternoon,weekday,0,1,1,0,0,1,1,0,1,1
326,2/11/2016 14:34,afternoon,weekday,1,0,1,1,1,1,1,1,0,0
327,2/11/2016 15:03,afternoon,weekday,1,1,1,0,1,0,1,0,1,1
328,2/11/2016 15:25,afternoon,weekday,1,1,1,1,0,0,1,0,1,1
328,2/11/2016 15:25,afternoon,weekday,0,1,1,0,0,0,0,0,1,0
329,2/11/2016 15:33,afternoon,weekday,0,1,0,0,0,0,0,0,0,0
330,2/11/2016 15:46,afternoon,weekday,0,1,1,0,0,1,0,0,1,1
331,2/11/2016 15:57,afternoon,weekday,0,1,1,1,0,1,0,0,1,0
332,2/11/2016 16:25,afternoon,weekday,0,0,0,0,1,1,1,1,0,1
332,2/11/2016 16:25,afternoon,weekday,1,1,1,1,1,1,1,0,1,1
333,2/11/2016 16:54,afternoon,weekday,0,0,1,0,1,0,0,1,1,1
333,2/11/2016 16:54,afternoon,weekday,1,0,0,1,1,0,1,1,0,0
333,2/11/2016 16:54,afternoon,weekday,0,0,1,1,1,0,1,1,1,0
333,2/11/2016 16:54,afternoon,weekday,0,0,0,0,1,0,1,0,0,0
333,2/11/2016 16:54,afternoon,weekday,1,1,1,1,1,1,0,1,0,1
334,2/11/2016 17:01,evening,weekday,1,0,1,0,1,0,1,0,1,1
334,2/11/2016 17:01,evening,weekday,0,0,1,0,0,1,0,0,0,0
335,2/11/2016 17:41,evening,weekday,1,1,1,1,1,0,0,1,1,0
336,2/11/2016 18:08,evening,weekday,0,1,1,1,0,0,1,0,0,1
